id_wikidata	article	grade	subject	avg_pv	avg_pv_prev	size	size_prev	notes	notes_prev	images	images_prev	references	references_prev	incipit_size	incipit_on_size	incipit_prev	issues	issues_prev	issue_sourceNeeded	issue_clarify	discussion_size	discussion_prev	first_edit	days	all_visits	VdQ	vetrina	commonsGallerys	commonsPage	page_on_wikisource
Q19410896	A_la_deriva_(cuento)	scuola media italiana	Literatura	151	204	5023	-	4	-	0	-	0	-	148	2.95	-	0	-	0	0	0	-	2018-08-01	1613	435301	0	0			
Q455550	Acampada	scuola media italiana	Educación física y recreación	75	76	7740	-	5	-	3	-	0	-	1871	24.17	-	0	-	0	0	0	-	2005-10-26	6275	367142	0	0	Camping		
Q224055	Abstracción_(informática)	scuola media italiana	Ciencias de la computación	22	55	4492	-	0	-	0	-	0	-	2939	65.43	-	0	-	0	0	2433	-	2004-01-07	6933	371881	0	0			
Q555097	Accesibilidad	scuola media italiana	Ciencias de la computación	84	80	31312	-	5	-	6	-	0	-	2581	8.24	-	0	-	0	0	2561	-	2004-01-21	6919	410898	0	0	Accessibility		
Q8815	ASCII	scuola media italiana	Ciencias de la computación	540	632	38440	-	7	-	2	-	0	-	1901	4.95	-	0	-	0	0	18925	-	2001-10-02	7760	3270711	0	0	ASCII	ASCII	
Q20012900	Acento_léxico	scuola media italiana	Lengua española	39	31	21212	-	12	-	2	-	0	-	2082	9.82	-	0	-	0	0	5443	-	2002-02-13	7626	135132	0	0			
Q424494	Acentuación_(música)	scuola media italiana	Educación musical	57	64	12668	-	12	-	4	-	0	-	648	5.12	-	0	-	0	0	1256	-	2004-09-22	6674	289221	0	0	Articulation (music)		
Q15855125	Acentuación_del_idioma_español	scuola media italiana	Lengua española	176	176	26185	-	11	-	0	-	0	-	1805	6.89	-	0	-	0	0	14067	-	2004-04-28	6821	2300667	0	0			
Q193036	Acrobacia	scuola media italiana	Educación física y recreación	50	59	25148	-	6	-	12	-	0	-	317	1.26	-	0	-	0	0	976	-	2007-02-19	5794	254652	0	0	Acrobatics		
Q6581577	Acoso_escolar	scuola media italiana	Biología	1544	2327	26219	-	24	-	2	-	0	-	2480	9.46	-	0	-	0	0	6185	-	2006-02-02	6176	10309165	0	0	School bullying		
Q373557	Acrobacia_aérea	scuola media italiana	Educación física y recreación	14	14	9604	-	7	-	6	-	0	-	885	9.21	-	0	-	0	0	514	-	2007-11-06	5534	67679	0	0	Aerobatics		
Q747883	Actividad_física	scuola media italiana	Educación física y recreación	382	571	11888	-	7	-	2	-	0	-	975	8.2	-	0	-	0	0	290	-	2003-11-18	6983	2840503	0	0	Physical activity		
Q423488	Actuador	scuola media italiana	Tecnologías	113	182	12460	-	0	-	1	-	0	-	743	5.96	-	0	-	0	0	501	-	2007-06-25	5668	978399	0	0	Actuators		
Q344888	Acuífero_Guaraní	scuola media italiana	Geografía	255	218	9584	-	7	-	1	-	0	-	390	4.07	-	0	-	0	0	4866	-	2005-08-19	6343	1352248	0	0	Acuífero Guaraní		
Q192989	Aculturación	scuola media italiana	Historia	134	151	3047	-	1	-	1	-	0	-	1102	36.17	-	0	-	0	0	2300	-	2005-10-19	6282	937320	0	0	Acculturation		
Q483921	Adaptación_biológica	scuola media italiana	Ciencias del ambiente	308	378	38087	-	36	-	0	-	0	-	3618	9.5	-	0	-	0	0	3719	-	2004-10-25	6641	3168634	0	0			
Q12029	Adicción	scuola media italiana	Biología	315	450	36004	-	43	-	2	-	0	-	1509	4.19	-	0	-	0	0	7010	-	2004-10-06	6660	2925008	0	0			
Q32043	Adición_(matemática)	scuola media italiana	Matemática	329	398	19299	-	9	-	1	-	0	-	1711	8.87	-	0	-	0	0	10188	-	2002-10-23	7374	1985240	0	0	Addition		
Q34698	Adjetivo	scuola media italiana	Lengua española	715	974	23658	-	1	-	0	-	0	-	1933	8.17	-	0	-	0	0	4469	-	2002-02-13	7626	6972079	0	0	Adjectives		
Q131774	Adolescencia	scuola media italiana	Salud y sexualidad	982	1273	40473	-	36	-	5	-	0	-	1596	3.94	-	0	-	0	0	14793	-	2004-01-18	6922	8443785	0	0	Adolescence		
Q2875694	Aerogenerador	scuola media italiana	física	208	237	32671	-	26	-	11	-	0	-	3268	10.0	-	0	-	0	0	12416	-	2002-10-27	7370	1193412	0	0			
Q380057	Adverbio	scuola media italiana	Lengua española	971	1135	17637	-	4	-	0	-	0	-	952	5.4	-	0	-	0	0	5417	-	2004-05-23	6796	8431688	0	0			
Q2826051	Afectividad	scuola media italiana	Educación física y recreación	95	86	7303	-	8	-	3	-	0	-	861	11.79	-	0	-	0	0	2781	-	2006-02-27	6151	659690	0	0			
Q62155	Afijo	scuola media italiana	Lengua española	54	78	6687	-	0	-	1	-	0	-	1427	21.34	-	0	-	0	0	1060	-	2004-09-26	6670	459067	0	0	Affixes		
Q5653620	Agencia_de_Gobierno_electrónico_y_Sociedad_de_la_Información_y_del_Conocimiento	scuola media italiana	Ciencias del ambiente	2	1	8264	-	15	-	1	-	0	-	1275	15.43	-	0	-	0	0	4184	-	2012-06-24	3842	10889	0	0			
Q1019285	Agricultura_familiar	scuola media italiana	Geografía	13	19	14607	-	10	-	3	-	0	-	705	4.83	-	0	-	0	0	90	-	2016-06-14	2391	70847	0	0	Family farming		
Q1643366	Agricultura_extensiva	scuola media italiana	Geografía	76	125	20407	-	21	-	4	-	0	-	1623	7.95	-	0	-	0	0	85	-	2006-10-25	5911	667640	0	0	Agriculture		
Q165647	Agricultura_ecológica	scuola media italiana	Ciencias físico-químicas	98	191	53616	-	14	-	5	-	0	-	3073	5.73	-	0	-	0	0	10001	-	2002-10-01	7396	918943	0	0	Organic farming	Organic farming	
Q11451	Agricultura	scuola media italiana	Historia	1048	1379	58952	-	15	-	15	-	0	-	1385	2.35	-	0	-	0	0	6590	-	2001-09-27	7765	7525925	0	0	Agriculture	Agriculture	
Q1148482	Agricultura_intensiva	scuola media italiana	Geografía	77	110	25516	-	32	-	2	-	0	-	2823	11.06	-	0	-	0	0	1099	-	2006-02-15	6163	729378	0	0	Industrial agriculture		
Q2746959	Agroquímico	scuola media italiana	Ciencias físico-químicas	35	45	5027	-	5	-	1	-	0	-	610	12.13	-	0	-	0	0	1540	-	2007-02-15	5798	103355	0	0			
Q396338	Agroecología	scuola media italiana	Geografía	127	181	19800	-	11	-	6	-	0	-	3272	16.53	-	0	-	0	0	3689	-	2005-05-30	6424	1025187	0	0	Agroecology		
Q2088357	Agrupación_musical	scuola media italiana	Educación musical	116	132	5432	-	1	-	3	-	0	-	384	7.07	-	0	-	0	0	2639	-	2007-02-28	5785	760572	0	0	Musical groups		
Q396622	Agroindustria	scuola media italiana	Ciencias físico-químicas	149	192	26455	-	10	-	1	-	0	-	1468	5.55	-	0	-	0	0	982	-	2006-04-01	6118	1123767	0	0	Agribusiness		
Q283	Agua	scuola media italiana	Química	1953	1896	157731	-	187	-	37	-	0	-	3474	2.2	-	0	-	0	0	49048	-	2002-01-16	7654	12057258	0	1	Water	Water	
Q863944	Aguas_continentales	scuola media italiana	Geografía	170	187	28494	-	1	-	5	-	0	-	917	3.22	-	0	-	0	0	598	-	2006-03-08	6142	1525191	0	0			
Q161598	Agua_subterránea	scuola media italiana	Geografía	300	383	33629	-	13	-	6	-	0	-	3718	11.06	-	0	-	0	0	5378	-	2004-12-17	6588	2308621	0	0	Underground water		
Q183140	Agujero_de_la_capa_de_ozono	scuola media italiana	Ciencias del ambiente	237	262	24542	-	13	-	1	-	0	-	2211	9.01	-	0	-	0	0	11489	-	2004-12-12	6593	1345638	0	0	Ozone layer		
Q7892	Agua_potable	scuola media italiana	Química	251	291	36451	-	37	-	13	-	0	-	2101	5.76	-	0	-	0	0	9478	-	2005-05-10	6444	2006008	0	0	Drinking water		
Q399138	Agustín_Cuzzani	scuola media italiana	Literatura	7	7	3412	-	2	-	0	-	0	-	684	20.05	-	0	-	0	0	0	-	2007-12-06	5504	38451	0	0	Agustín Cuzzani		
Q178150	Aislamiento_eléctrico	scuola media italiana	Tecnologías	227	250	20439	-	9	-	4	-	0	-	2215	10.84	-	0	-	0	0	598	-	2003-10-14	7018	1539598	0	0			
Q15326	Alcoholismo	scuola media italiana	Biología	480	571	29073	-	28	-	8	-	0	-	2569	8.84	-	0	-	0	0	7513	-	2004-06-12	6776	5071634	0	0	Alcoholism		
Q37756	Aleación	scuola media italiana	Química	233	286	50735	-	30	-	13	-	0	-	3182	6.27	-	0	-	0	0	194	-	2003-08-31	7062	1882394	0	0	Alloys		
Q242069	Alfabetismo_digital	scuola media italiana	Educación física y recreación	31	43	33670	-	39	-	4	-	0	-	1570	4.66	-	0	-	0	0	6489	-	2011-03-13	4311	260509	0	0	Digital literacy		
Q238557	Alfonsina_Storni	scuola media italiana	Literatura	604	615	96436	-	40	-	4	-	0	-	3025	3.14	-	0	-	0	0	20604	-	2004-07-06	6752	2581340	0	0	Alfonsina Storni		
Q755673	Algoritmo_de_búsqueda	scuola media italiana	Ciencias de la computación	51	64	8949	-	1	-	1	-	0	-	406	4.54	-	0	-	0	0	2997	-	2004-12-02	6603	261753	0	0	Search algorithms		
Q130762	Algoritmo_de_multiplicación	scuola media italiana	Matemática	28	40	11177	-	1	-	2	-	0	-	141	1.26	-	0	-	0	0	18	-	2006-04-21	6098	276582	0	0			
Q8366	Algoritmo	scuola media italiana	Ciencias de la computación	960	979	42550	-	16	-	5	-	0	-	3696	8.69	-	0	-	0	0	8237	-	2002-02-09	7630	5533854	0	0	Algorithms		
Q181593	Algoritmo_de_ordenamiento	scuola media italiana	Ciencias de la computación	108	164	12420	-	1	-	1	-	0	-	1866	15.02	-	0	-	0	0	23804	-	2004-04-29	6820	560257	0	0	Sort algorithms		
Q213449	Alimentación	scuola media italiana	Ciencias del ambiente	444	569	3537	-	0	-	1	-	0	-	626	17.7	-	0	-	0	0	1038	-	2003-11-23	6978	4053507	0	0	Eating		
Q2095	Alimento	scuola media italiana	Biología	713	667	59934	-	39	-	16	-	0	-	2470	4.12	-	0	-	0	0	8247	-	2002-02-05	7634	3518439	0	0	Food	Food	
Q380778	Alimento_orgánico	scuola media italiana	Biología	32	50	24960	-	35	-	3	-	0	-	2645	10.6	-	0	-	0	0	222675	-	2006-04-26	6093	796199	0	0	Organic food		
Q1479257	Alta_cultura	scuola media italiana	Comunicación visual	45	58	38399	-	40	-	12	-	0	-	1563	4.07	-	0	-	0	0	1134	-	2011-04-08	4285	204672	0	0			
Q394222	Alimento_transgénico	scuola media italiana	Biología	316	348	59146	-	58	-	7	-	0	-	735	1.24	-	0	-	0	0	35711	-	2004-10-04	6662	4336548	0	0	Genetically modified food		
Q453768	Amanda_Berenguer	scuola media italiana	Literatura	7	7	5244	-	5	-	0	-	0	-	363	6.92	-	0	-	0	0	3338	-	2007-01-18	5826	19667	0	0	Amanda Berenguer		
Q28022144	Amazon_Alexa	scuola media italiana	Ciencias de la computación	345	291	7050	-	6	-	0	-	0	-	321	4.55	-	0	-	0	0	0	-	2018-05-03	1703	744480	0	0	Amazon Alexa		
Q2748242	Anexo:Clasificación_de_instrumentos_musicales	scuola media italiana	Educación musical	61	81	12500	-	3	-	0	-	0	-	357	2.86	-	0	-	0	0	0	-	2003-07-10	7114	1009966	0	0	Musical instruments classification		
Q491	Amistad	scuola media italiana	Biología	660	709	26483	-	29	-	6	-	0	-	1729	6.53	-	0	-	0	0	5925	-	2003-12-09	6962	4253914	0	0	Friendship		
Q748229	Anexo:Ciudades_de_Uruguay_por_población	scuola media italiana	Geografía	133	131	27411	-	19	-	79	-	0	-	611	2.23	-	0	-	0	0	0	-	2006-04-04	6115	303051	0	0	Cities in Uruguay		
Q61065	Anexo:Deportes_acuáticos	scuola media italiana	Educación física y recreación	63	101	1385	-	0	-	1	-	0	-	451	32.56	-	0	-	0	0	0	-	2009-08-03	4898	534360	0	0	Water sports	Water sports	
Q6346817	Anexo:Detenidos_desaparecidos_de_Uruguay	scuola media italiana	Historia	15	13	12061	-	6	-	1	-	0	-	2695	22.34	-	0	-	0	0	0	-	2011-08-03	4168	73554	0	0			
Q28360	Anexo:Frases_H	scuola media italiana	Química	47	50	14922	-	0	-	0	-	0	-	473	3.17	-	0	-	0	0	0	-	2012-09-12	3762	197990	0	0			
Q834028	Anexo:Equipamiento_de_laboratorio	scuola media italiana	Química	47	88	19550	-	10	-	6	-	0	-	2320	11.87	-	0	-	0	0	0	-	2005-10-02	6299	549645	0	0	Laboratory equipment	Laboratory equipment	
Q1991505	Anexo:Funciones_matemáticas	scuola media italiana	Matemática	19	17	11667	-	0	-	0	-	0	-	1025	8.79	-	0	-	0	0	0	-	2003-08-31	7062	229656	0	0			
Q10954578	Anexo:Diferencias_de_vocabulario_estándar_entre_países_hispanohablantes	scuola media italiana	Comunicación y sociedad	243	220	788022	-	206	-	917	-	0	-	924	0.12	-	0	-	0	0	0	-	2007-04-28	5726	1058325	0	0			
Q23921800	Anexo:Gobierno_de_Uruguay	scuola media italiana	Historia	0	0	12988	-	0	-	3	-	0	-	2223	17.12	-	0	-	0	0	0	-	2014-01-02	3285	1879	0	0			
Q6353040	Anexo:Indicadores_de_pH	scuola media italiana	Química	8	9	3802	-	0	-	0	-	0	-	3050	80.22	-	0	-	0	0	0	-	2008-02-04	5444	62637	0	0			
Q2735691	Anexo:Historia_de_la_computación	scuola media italiana	Ciencias de la computación	256	240	54369	-	9	-	7	-	0	-	368	0.68	-	0	-	0	0	0	-	2002-01-04	7666	1157316	0	0	History of computing		
Q116052868	Anexo:Lenguas_antecesoras	scuola media italiana	Comunicación y sociedad	1	ERROR	20445	-	39	-	0	-	0	-	222	1.09	-	0	-	0	0	0	-	2022-12-31	0	308	0	0			
Q6621941	Anexo:Movimientos_guerrilleros	scuola media italiana	Historia	56	72	58409	-	36	-	1	-	0	-	17728	30.35	-	0	-	0	0	0	-	2006-03-14	6136	349395	0	0			
Q6366221	Anexo:Parámetros_de_calidad_de_agua_en_Uruguay	scuola media italiana	Química	0	0	9406	-	4	-	0	-	0	-	115	1.22	-	0	-	0	0	0	-	2012-10-20	3724	2233	0	0			
Q6358942	Anexo:Plebiscitos_y_referéndums_en_Uruguay	scuola media italiana	Historia	21	45	11680	-	8	-	0	-	0	-	106	0.91	-	0	-	0	0	0	-	2012-09-19	3755	106983	0	0			
Q543692	Anexo:Terremotos_en_Japón	scuola media italiana	Geografía	37	40	7307	-	1	-	0	-	0	-	372	5.09	-	0	-	0	0	0	-	2011-03-12	4312	52110	0	0			
Q26180694	Anexo:Población_indígena_de_América	scuola media italiana	Historia	19	23	46321	-	78	-	0	-	0	-	146	0.32	-	0	-	0	0	0	-	2013-01-28	3624	169087	0	0			
Q4374872	Anexo:Tipos_de_pila	scuola media italiana	Tecnologías	24	27	64383	-	130	-	47	-	0	-	92	0.14	-	0	-	0	0	0	-	2005-12-11	6229	267941	0	0			
Q3141665	Anexo:Áreas_metropolitanas_de_América	scuola media italiana	Geografía	34	39	44683	-	0	-	0	-	0	-	38546	86.27	-	0	-	0	0	0	-	2007-10-07	5564	147677	0	0			
Q3258546	Ano_humano	scuola media italiana	Biología	271	334	25388	-	14	-	12	-	0	-	1138	4.48	-	0	-	0	0	224	-	2012-08-03	3802	2114468	0	0	Human anus		
Q729	Animalia	scuola media italiana	Ciencias del ambiente	2735	3024	69328	-	43	-	43	-	0	-	1934	2.79	-	0	-	0	0	16634	-	2002-04-12	7568	8439685	0	0	Animalia		
Q131749	Anorexia_nerviosa	scuola media italiana	Biología	227	281	102459	-	148	-	6	-	0	-	3413	3.33	-	0	-	0	0	11061	-	2004-06-13	6775	2674840	0	0	Anorexia nervosa		
Q122224	Anticoncepción	scuola media italiana	Salud y sexualidad	217	279	127037	-	184	-	18	-	0	-	4467	3.52	-	0	-	0	0	17572	-	2004-02-13	6896	1499761	0	0	Contraception		
Q11772	Antigua_Grecia	scuola media italiana	Historia	1851	1976	113301	-	85	-	31	-	0	-	1799	1.59	-	0	-	0	0	12363	-	2003-12-08	6963	8384137	0	0	Ancient Greece		
Q274493	Antiséptico	scuola media italiana	Química	201	242	14473	-	6	-	1	-	0	-	766	5.29	-	0	-	0	0	798	-	2006-12-06	5869	1610315	0	0	Antiseptics		
Q11768	Antiguo_Egipto	scuola media italiana	Historia	2455	2307	73394	-	25	-	29	-	0	-	6626	9.03	-	0	-	0	0	10658	-	2003-07-18	7106	8757414	0	1	Ancient Egypt		
Q1747689	Antigua_Roma	scuola media italiana	Historia	1484	1485	81989	-	28	-	15	-	0	-	3299	4.02	-	0	-	0	0	16174	-	2003-12-04	6967	5066058	0	0	Ancient Rome		
Q274083	Antiácido	scuola media italiana	Química	105	119	5611	-	2	-	1	-	0	-	3553	63.32	-	0	-	0	0	15	-	2006-05-25	6064	1011324	0	0	Antacids		
Q457316	Antonio_Larreta	scuola media italiana	Literatura	17	18	10136	-	7	-	0	-	0	-	256	2.53	-	0	-	0	0	0	-	2006-05-27	6062	50194	0	0	Antonio Larreta		
Q131779	Antónimo	scuola media italiana	Lengua española	1158	1035	2970	-	2	-	0	-	0	-	1309	44.07	-	0	-	0	0	1887	-	2003-02-02	7272	4281997	0	0			
Q191624	Antropocentrismo	scuola media italiana	Historia	240	251	4780	-	3	-	1	-	0	-	981	20.52	-	0	-	0	0	301	-	2006-02-16	6162	1637989	0	0	Anthropocentrism		
Q842424	Análisis_de_orina	scuola media italiana	Biología	130	185	20520	-	12	-	7	-	0	-	646	3.15	-	0	-	0	0	15	-	2009-05-21	4972	1199998	0	0	Urinalysis		
Q11068	Aparato_circulatorio	scuola media italiana	Biología	1914	2237	31630	-	15	-	16	-	0	-	2295	7.26	-	0	-	0	0	11613	-	2004-04-26	6823	11646753	0	0	Cardiovascular system		
Q83181	Aparato_de_Golgi	scuola media italiana	Ciencias del ambiente	470	667	33137	-	30	-	22	-	0	-	1545	4.66	-	0	-	0	0	1587	-	2003-07-20	7104	4347527	0	0	Golgi apparatus		
Q2858615	Aparato_electrónico	scuola media italiana	Tecnologías	146	143	1103	-	0	-	1	-	0	-	564	51.13	-	0	-	0	0	0	-	2003-10-05	7027	514686	0	0	Electronic devices	Electronic devices	
Q9649	Aparato_digestivo	scuola media italiana	Biología	2473	2799	49333	-	50	-	19	-	0	-	637	1.29	-	0	-	0	0	9105	-	2003-08-10	7083	14451779	0	0	Digestive system		
Q7895	Aparato_genital	scuola media italiana	Biología	337	358	31548	-	37	-	2	-	0	-	762	2.42	-	0	-	0	0	2721	-	2005-04-03	6481	1453085	0	0	Reproductive system		
Q844342	Aparato_genital_femenino	scuola media italiana	Biología	1328	1507	8104	-	4	-	2	-	0	-	2187	26.99	-	0	-	0	0	14860	-	2006-03-08	6142	7846930	0	0	Female reproductive system		
Q726543	Aparato_locomotor	scuola media italiana	Biología	756	881	9277	-	4	-	5	-	0	-	825	8.89	-	0	-	0	0	17	-	2004-02-13	6896	4907038	0	0	Musculoskeletal system		
Q842083	Aparato_reproductor_masculino	scuola media italiana	Biología	1614	1800	18986	-	12	-	11	-	0	-	1273	6.7	-	0	-	0	0	5441	-	2005-03-27	6488	9766576	0	0	Male reproductive system		
Q181100	Aparato_urinario_humano	scuola media italiana	Biología	645	615	19012	-	11	-	7	-	0	-	978	5.14	-	0	-	0	0	3948	-	2004-01-20	6920	459821	0	0	Urinary system		
Q7891	Aparato_respiratorio	scuola media italiana	Biología	2308	2600	42817	-	32	-	17	-	0	-	1613	3.77	-	0	-	0	0	6825	-	2003-07-02	7122	12329094	0	0	Respiratory system		
Q2858150	Aparte	scuola media italiana	Literatura	33	34	1115	-	1	-	0	-	0	-	956	85.74	-	0	-	0	0	461	-	2006-08-09	5988	186803	0	0			
Q620615	Aplicación_móvil	scuola media italiana	Ciencias de la computación	337	2584	42258	-	30	-	4	-	0	-	3402	8.05	-	0	-	0	0	2347	-	2013-05-19	3513	2224943	0	0	Mobile phone software		
Q620620	App_Inventor	scuola media italiana	Ciencias de la computación	127	124	14512	-	12	-	1	-	0	-	1864	12.84	-	0	-	0	0	1616	-	2012-11-10	3703	519016	0	0	MIT App Inventor		
Q197536	Aprendizaje_profundo	scuola media italiana	Ciencias de la computación	74	71	9062	-	8	-	1	-	0	-	1775	19.59	-	0	-	0	0	1115	-	2014-08-15	3060	332033	0	0	Deep learning		
Q2539	Aprendizaje_automático	scuola media italiana	Ciencias de la computación	201	206	23892	-	8	-	2	-	0	-	2052	8.59	-	0	-	0	0	3005	-	2005-07-01	6392	915977	0	0	Machine learning		
Q1063501	Arco_reflejo	scuola media italiana	Biología	170	190	8933	-	4	-	2	-	0	-	1844	20.64	-	0	-	0	0	343	-	2006-10-29	5907	1244620	0	0	Reflex arc		
Q265823	Areté	scuola media italiana	Historia	160	175	6200	-	3	-	1	-	0	-	3459	55.79	-	0	-	0	0	1071	-	2003-10-16	7016	679774	0	0			
Q4791025	Aristoi	scuola media italiana	Historia	ERROR	0	5350	-	9	-	0	-	0	-	696	13.01	-	0	-	0	0	0	-	2024-01-24	-389	91	0	0			
Q2185614	Argumento_verbal	scuola media italiana	Lengua española	8	11	4736	-	1	-	0	-	0	-	2146	45.31	-	0	-	0	0	18	-	2008-11-26	5148	51639	0	0			
Q123432	Aristocracia	scuola media italiana	Historia	530	510	13907	-	2	-	1	-	0	-	1851	13.31	-	0	-	0	0	2269	-	2004-09-11	6685	2727492	0	0	Nobility		
Q184421	Armonía	scuola media italiana	Educación musical	322	321	23133	-	7	-	6	-	0	-	946	4.09	-	0	-	0	0	11525	-	2004-09-27	6669	1879677	0	0	Harmony		
Q12271	Arquitectura	scuola media italiana	Comunicación visual	628	753	32397	-	20	-	11	-	0	-	3515	10.85	-	0	-	0	0	10355	-	2002-03-05	7606	4461835	0	0	Architecture	Architecture	
Q223750	Arquitectura_de_la_Antigua_Roma	scuola media italiana	Historia	410	463	71065	-	2	-	53	-	0	-	3523	4.96	-	0	-	0	0	616	-	2005-09-06	6325	1846987	0	0	Ancient Roman architecture		
Q842352	Arquitectura_del_Antiguo_Egipto	scuola media italiana	Historia	231	262	17406	-	8	-	6	-	0	-	1966	11.29	-	0	-	0	0	1191	-	2006-03-07	6143	1168636	0	0	Ancient Egyptian architecture		
Q236122	Arquitectura_del_Renacimiento	scuola media italiana	Historia	280	319	57238	-	4	-	32	-	0	-	4522	7.9	-	0	-	0	0	9567	-	2006-01-27	6182	1601344	1	0	Renaissance architecture		
Q331273	Arquitectura_en_la_Antigua_Grecia	scuola media italiana	Historia	339	357	36407	-	7	-	15	-	0	-	2634	7.23	-	0	-	0	0	1474	-	2004-10-03	6663	1646483	0	0	Ancient Greek architecture		
Q2004258	Arquitectura_incaica	scuola media italiana	Historia	254	259	33495	-	5	-	16	-	0	-	1307	3.9	-	0	-	0	0	6688	-	2006-08-03	5994	1248604	0	0	Inca architecture		
Q176483	Arquitectura_gótica	scuola media italiana	Historia	538	544	53398	-	15	-	49	-	0	-	4816	9.02	-	0	-	0	0	5459	-	2006-05-31	6058	2240298	0	0	Gothic architecture	Gothic architecture	
Q212940	Arquitectura_islámica	scuola media italiana	Historia	125	135	28350	-	13	-	11	-	0	-	1280	4.51	-	0	-	0	0	7339	-	2005-09-06	6325	630992	0	0	Islamic architecture		
Q2005167	Arquitectura_maya	scuola media italiana	Historia	228	262	21052	-	4	-	10	-	0	-	1061	5.04	-	0	-	0	0	147	-	2007-07-15	5648	1333110	0	0	Maya architecture		
Q1349760	Arquitectura_medieval	scuola media italiana	Historia	135	155	16050	-	6	-	32	-	0	-	2372	14.78	-	0	-	0	0	44	-	2012-11-23	3690	595781	0	0	Medieval architecture	Medieval architecture	
Q4832964	Arquitectura_mexica	scuola media italiana	Historia	46	61	1913	-	2	-	1	-	0	-	1303	68.11	-	0	-	0	0	433	-	2009-12-08	4771	209179	0	0	Aztec architecture		
Q223268	Arquitectura_sumeria	scuola media italiana	Historia	30	34	15513	-	4	-	3	-	0	-	1311	8.45	-	0	-	0	0	359	-	2009-05-03	4990	149379	0	0			
Q46261	Arquitectura_románica	scuola media italiana	Historia	317	380	147682	-	64	-	163	-	0	-	8436	5.71	-	0	-	0	0	998	-	2006-02-10	6168	1325432	0	0	Romanesque architecture	Romanesque architecture	
Q185035	Arquitectura_sustentable	scuola media italiana	Ciencias físico-químicas	68	117	69971	-	57	-	8	-	0	-	2848	4.07	-	0	-	0	0	41727	-	2006-12-23	5852	702928	0	0	Sustainable architecture		
Q25409850	Arráncame_la_vida_(novela)	scuola media italiana	Literatura	53	66	26230	-	10	-	0	-	0	-	664	2.53	-	0	-	0	0	0	-	2016-06-14	2391	236764	0	0			
Q1747618	Arte_de_la_Antigua_Grecia	scuola media italiana	Historia	449	446	60295	-	50	-	41	-	0	-	4297	7.13	-	0	-	0	0	0	-	2003-10-16	7016	1663250	0	0	Ancient Greek art		
Q3354732	Arte_de_la_Antigua_Roma	scuola media italiana	Historia	266	280	6952	-	0	-	18	-	0	-	2011	28.93	-	0	-	0	0	0	-	2003-10-16	7016	1493970	0	0	Ancient Roman art		
Q318394	Arte_del_Antiguo_Egipto	scuola media italiana	Historia	312	326	10876	-	0	-	9	-	0	-	892	8.2	-	0	-	0	0	657	-	2005-11-04	6266	1528885	0	0	Ancient Egyptian art		
Q1133779	Arte_del_Renacimiento	scuola media italiana	Diseño	311	350	23439	-	4	-	8	-	0	-	1054	4.5	-	0	-	0	0	131	-	2003-10-16	7016	1773841	0	0	Renaissance art	Renaissance art	
Q860372	Arte_digital	scuola media italiana	Diseño	137	198	55233	-	40	-	4	-	0	-	1395	2.53	-	0	-	0	0	7750	-	2005-07-11	6382	724012	0	0	Digital art		
Q25389336	Arte_maorí	scuola media italiana	Comunicación visual	4	4	4616	-	4	-	2	-	0	-	1139	24.68	-	0	-	0	0	990	-	2017-04-02	2099	10537	0	0	Maori art		
Q189594	Arte_islámico	scuola media italiana	Historia	168	179	53870	-	64	-	19	-	0	-	1263	2.34	-	0	-	0	0	4385	-	2003-10-16	7016	927629	0	0	Islamic art		
Q1626940	Arte_maya	scuola media italiana	Historia	242	254	49177	-	51	-	16	-	0	-	1155	2.35	-	0	-	0	0	1405	-	2007-07-24	5639	969839	0	0	Maya art	Maya art	
Q3624153	Arte_medieval	scuola media italiana	Historia	319	382	27109	-	10	-	51	-	0	-	4106	15.15	-	0	-	0	0	357	-	2008-06-11	5316	1605356	0	0	Medieval art		
Q5706691	Arte_mexica	scuola media italiana	Historia	64	79	10681	-	0	-	4	-	0	-	211	1.98	-	0	-	0	0	2	-	2009-12-30	4749	442938	0	0			
Q1091532	Arte_precolombino	scuola media italiana	Diseño	309	303	44898	-	15	-	34	-	0	-	482	1.07	-	0	-	0	0	696	-	2007-02-11	5802	1230183	0	0	Pre-Columbian art		
Q36649	Artes_visuales	scuola media italiana	Diseño	406	588	22859	-	16	-	16	-	0	-	1616	7.07	-	0	-	0	0	1761	-	2002-01-19	7651	2943831	0	0	Visual arts		
Q9644	Articulación_(anatomía)	scuola media italiana	Biología	698	753	18648	-	11	-	14	-	0	-	1081	5.8	-	0	-	0	0	13880	-	2004-07-08	6750	5862477	0	0	Joints		
Q103184	Artículo_(gramática)	scuola media italiana	Lengua española	385	519	9548	-	5	-	1	-	0	-	826	8.65	-	0	-	0	0	3533	-	2005-02-08	6535	3067271	0	0			
Q1294703	Asentamiento_irregular	scuola media italiana	Geografía	49	49	32243	-	12	-	9	-	0	-	1591	4.93	-	0	-	0	0	5108	-	2006-02-17	6161	273386	0	0	Shanty towns		
Q607301	Asociación_Latinoamericana_de_Integración	scuola media italiana	Historia	93	109	22453	-	9	-	19	-	0	-	810	3.61	-	0	-	0	0	3669	-	2004-09-14	6682	827709	0	0	Latin American Integration Association		
